fdc_id,description,Retinol (UG),Lycopene (UG),cis_Lycopene (UG),trans_Lycopene (UG),Carotene_beta (UG),cis_beta_Carotene (UG),trans_beta_Carotene (UG),Vitamin_E_alpha_tocopherol (MG),Tocopherols_and_tocotrienols (MG),Cryptoxanthin_beta (UG),Choline_total (MG),Carotene_alpha (UG),Vitamin_K_phylloquinone (UG),Zeaxanthin (UG),Lutein (UG),Lutein_plus_zeaxanthin (UG),cis_Lutein/Zeaxanthin (UG),Vitamin_D_D2_plus_D3 (UG),Vitamin_A_RAE (UG)
2705523,"Infant formula, Similac Advance, powder, made with tap water",59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,15.1,0.0,5.3,0.0,0.0,0.0,0.0,1.0,59.0
2705524,"Infant formula, Similac Advance, powder, made with bottled water",59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,15.1,0.0,5.3,0.0,0.0,0.0,0.0,1.0,59.0
2705525,"Infant formula, Similac Advance, powder, made with baby water",59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,15.1,0.0,5.3,0.0,0.0,0.0,0.0,1.0,59.0
2705526,"Infant formula, Similac Sensitive, ready-to-feed",59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.89,0.0,15.1,0.0,5.2,0.0,0.0,0.0,0.0,1.2,59.0
2705527,"Infant formula, Similac Sensitive, powder, made with tap water",59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.89,0.0,15.1,0.0,5.2,0.0,0.0,0.0,0.0,1.2,59.0
2705528,"Infant formula, Similac Sensitive, powder, made with bottled water",59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.89,0.0,15.1,0.0,5.2,0.0,0.0,0.0,0.0,1.2,59.0
2705529,"Infant formula, Similac Sensitive, powder, made with baby water",59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.89,0.0,15.1,0.0,5.2,0.0,0.0,0.0,0.0,1.2,59.0
2705530,"Infant formula, Similac for Spit-Up, ready-to-feed",59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.87,0.0,15.1,0.0,5.1,0.0,0.0,0.0,0.0,1.0,59.0
2705531,"Infant formula, Similac for Spit-Up, powder, made with water",59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.87,0.0,15.1,0.0,5.1,0.0,0.0,0.0,0.0,1.0,59.0
2705532,"Toddler formula, Similac Go and Grow",52.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,1.16,0.0,9.2,0.0,4.6,0.0,0.0,0.0,0.0,0.9,52.0
2705533,"Infant formula, Enfamil, NFS",59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.82,0.0,15.7,0.0,6.0,0.0,0.0,0.0,0.0,1.0,59.0
2705534,"Infant formula, Enfamil Infant, ready-to-feed",59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.89,0.0,15.7,0.0,6.0,0.0,0.0,0.0,0.0,1.0,59.0
2705535,"Infant formula, Enfamil Infant, powder, made with tap water",59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.89,0.0,15.7,0.0,6.0,0.0,0.0,0.0,0.0,1.0,59.0
2705536,"Infant formula, Enfamil Infant, powder, made with bottled water",59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.89,0.0,15.7,0.0,6.0,0.0,0.0,0.0,0.0,1.0,59.0
2705537,"Infant formula, Enfamil Infant, powder, made with baby water",59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.89,0.0,15.7,0.0,6.0,0.0,0.0,0.0,0.0,1.0,59.0
2705538,"Infant formula, Enfamil AR, ready-to-feed",58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.58,0.0,15.4,0.0,5.8,0.0,0.0,0.0,0.0,1.0,58.0
2705539,"Infant formula, Enfamil AR, powder, made with water",58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.58,0.0,15.4,0.0,5.8,0.0,0.0,0.0,0.0,1.0,58.0
2705540,"Infant formula, Enfamil Gentlease, ready-to-feed",60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,15.8,0.0,6.0,0.0,0.0,0.0,0.0,1.0,60.0
2705541,"Infant formula, Enfamil Gentlease, powder, made with tap water",60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,15.8,0.0,6.0,0.0,0.0,0.0,0.0,1.0,60.0
2705542,"Infant formula, Enfamil Gentlease, powder, made with bottled water",60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,15.8,0.0,6.0,0.0,0.0,0.0,0.0,1.0,60.0
2705543,"Infant formula, Enfamil Gentlease, powder, made with baby water",60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,15.8,0.0,6.0,0.0,0.0,0.0,0.0,1.0,60.0
2705544,"Toddler formula, Enfamil Enfagrow",59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.59,0.0,15.7,0.0,5.9,0.0,0.0,0.0,0.0,1.0,59.0
2705545,"Toddler formula, PediaSure",74.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,1.46,0.0,29.0,0.0,3.6,0.0,0.0,0.0,0.0,1.2,74.0
2705546,"Toddler formula, Nido Kinder",56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.88,0.0,12.5,0.0,5.3,0.0,0.0,0.0,0.0,0.9,56.0
2705547,"Toddler formula, store brand, beginning or next stage",56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.88,0.0,12.5,0.0,5.3,0.0,0.0,0.0,0.0,0.9,56.0
2705548,"Toddler formula, store brand, pediatric shake",74.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,1.46,0.0,29.0,0.0,3.6,0.0,0.0,0.0,0.0,1.2,74.0
2705549,"Infant formula, Gerber, NFS",59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.0,15.7,0.0,5.4,0.0,0.0,0.0,0.0,1.0,59.0
2705550,"Infant formula, Gerber Good Start Gentle, Stage 1, ready-to-feed",60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.58,0.0,15.8,0.0,5.3,0.0,0.0,0.0,0.0,1.0,60.0
2705551,"Infant formula, Gerber Good Start Gentle, Stage 1, powder, made with tap water",60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.58,0.0,15.8,0.0,5.3,0.0,0.0,0.0,0.0,1.0,60.0
2705552,"Infant formula, Gerber Good Start Gentle, Stage 1, powder, made with bottled water",60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.58,0.0,15.8,0.0,5.3,0.0,0.0,0.0,0.0,1.0,60.0
2705553,"Infant formula, Gerber Good Start Gentle, Stage 1, powder, made with baby water",60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.58,0.0,15.8,0.0,5.3,0.0,0.0,0.0,0.0,1.0,60.0
2705554,"Infant formula, Gerber Good Start Gentle, Stage 2",60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.58,0.0,15.8,0.0,5.3,0.0,0.0,0.0,0.0,1.0,60.0
2705555,"Toddler formula, Gerber Good Start, Stage 3",56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.88,0.0,12.5,0.0,5.3,0.0,0.0,0.0,0.0,0.9,56.0
2705556,"Infant formula, premature, powder, made with water",96.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,1.22,0.0,14.2,0.0,7.0,0.0,0.0,0.0,0.0,1.3,96.0
2705557,"Infant formula, premature, ready-to-feed",96.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,1.22,0.0,14.2,0.0,7.0,0.0,0.0,0.0,0.0,1.3,96.0
2705558,"Infant formula, organic, powder, made with water",59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.78,0.0,15.4,0.0,5.6,0.0,0.0,0.0,0.0,1.0,59.0
2705559,"Infant formula, organic, ready-to-feed",59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.78,0.0,15.4,0.0,5.6,0.0,0.0,0.0,0.0,1.0,59.0
2705560,"Infant formula, store brand, advantage or tender, powder, made with tap water",59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.78,0.0,15.4,0.0,5.6,0.0,0.0,0.0,0.0,1.0,59.0
2705561,"Infant formula, store brand, advantage or tender, powder, made with bottled water",59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.78,0.0,15.4,0.0,5.6,0.0,0.0,0.0,0.0,1.0,59.0
2705562,"Infant formula, store brand, advantage or tender, powder, made with baby water",59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.78,0.0,15.4,0.0,5.6,0.0,0.0,0.0,0.0,1.0,59.0
2705563,"Infant formula, store brand, gentle or sensitivity",59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.74,0.0,15.4,0.0,5.6,0.0,0.0,0.0,0.0,1.1,59.0
2705564,"Infant formula, store brand, added rice",58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.73,0.0,15.2,0.0,5.5,0.0,0.0,0.0,0.0,1.0,58.0
2705565,"Infant formula, Enfamil ProSobee, ready-to-feed",60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,15.8,0.0,6.0,0.0,0.0,0.0,0.0,1.0,60.0
2705566,"Infant formula, Enfamil ProSobee, powder, made with tap water",60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,15.8,0.0,6.0,0.0,0.0,0.0,0.0,1.0,60.0
2705567,"Infant formula, Enfamil ProSobee, powder, made with bottled water",60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,15.8,0.0,6.0,0.0,0.0,0.0,0.0,1.0,60.0
2705568,"Infant formula, Enfamil ProSobee, powder, made with baby water",60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,15.8,0.0,6.0,0.0,0.0,0.0,0.0,1.0,60.0
2705569,"Infant formula, Similac Isomil Soy, ready-to-feed",58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,0.0,15.1,0.0,7.1,0.0,0.0,0.0,0.0,1.0,58.0
2705570,"Infant formula, Similac Isomil Soy, powder, made with tap water",58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,0.0,15.1,0.0,7.1,0.0,0.0,0.0,0.0,1.0,58.0
2705571,"Infant formula, Similac Isomil Soy, powder, made with bottled water",58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,0.0,15.1,0.0,7.1,0.0,0.0,0.0,0.0,1.0,58.0
2705572,"Infant formula, Similac Isomil Soy, powder, made with baby water",58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,0.0,15.1,0.0,7.1,0.0,0.0,0.0,0.0,1.0,58.0
2705573,"Infant formula, Similac for Diarrhea",60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44,0.0,7.9,0.0,7.2,0.0,0.0,0.0,0.0,1.0,60.0
2705574,"Infant formula, Gerber Good Start Soy, Stage 1, ready-to-feed",58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.94,0.0,15.4,0.0,5.8,0.0,0.0,0.0,0.0,1.0,58.0
2705575,"Infant formula, Gerber Good Start Soy, Stage 1, powder, made with tap water",58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.94,0.0,15.4,0.0,5.8,0.0,0.0,0.0,0.0,1.0,58.0
2705576,"Infant formula, Gerber Good Start Soy, Stage 1, powder, made with bottled water",58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.94,0.0,15.4,0.0,5.8,0.0,0.0,0.0,0.0,1.0,58.0
2705577,"Infant formula, Gerber Good Start Soy, Stage 1, powder, made with baby water",58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.94,0.0,15.4,0.0,5.8,0.0,0.0,0.0,0.0,1.0,58.0
2705578,"Infant formula, store brand, soy",59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.62,0.0,15.4,0.0,6.5,0.0,0.0,0.0,0.0,1.0,59.0
2705579,"Infant formula, Enfamil Nutramigen, ready-to-feed",58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.58,0.0,15.7,0.0,5.8,0.0,0.0,0.0,0.0,0.8,58.0
2705580,"Infant formula, Enfamil Nutramigen, powder, made with water",58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.58,0.0,15.7,0.0,5.8,0.0,0.0,0.0,0.0,0.8,58.0
2705581,"Infant formula, Enfamil Pregestimil, ready-to-feed",69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,1.73,0.0,15.5,0.0,7.8,0.0,0.0,0.0,0.0,0.8,69.0
2705582,"Infant formula, Enfamil Pregestimil, powder, made with water",69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,1.73,0.0,15.5,0.0,7.8,0.0,0.0,0.0,0.0,0.8,69.0
2705583,"Infant formula, amino acids",58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.58,0.0,15.4,0.0,5.8,0.0,0.0,0.0,0.0,0.8,58.0
2705584,"Infant formula, low iron",58.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,1.08,0.0,7.7,0.0,5.2,0.0,0.0,0.0,0.0,1.0,58.0
2705585,"Milk, dry, not reconstituted",653.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,169.2,0.0,0.1,0.0,0.0,0.0,0.0,11.0,653.0
2705586,"Whey, sweet, dry",8.0,0.0,0.0,0.0,2.0,2.0,2.0,0.02,0.02,0.0,225.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,8.0
2705587,"Cocoa powder, not reconstituted",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,12.0,0.0,2.5,38.0,38.0,38.0,38.0,0.0,0.0
2705588,"Chocolate beverage powder, dry mix, not reconstituted",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,3.3,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
2705589,"Chocolate beverage powder, light, dry mix, not reconstituted",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2705590,"Milk, malted, dry mix, not reconstituted",1365.0,0.0,0.0,0.0,0.0,0.0,0.0,12.27,12.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,1365.0
2705591,"Strawberry beverage powder, dry mix, not reconstituted",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2705592,"Cream, NS as to light, heavy, or half and half",95.0,0.0,0.0,0.0,22.0,22.0,22.0,0.25,0.25,0.0,18.7,0.0,1.3,0.0,0.0,0.0,0.0,0.0,97.0
2705593,"Cream, light",117.0,0.0,0.0,0.0,37.0,37.0,37.0,0.12,0.12,0.0,17.4,0.0,1.7,0.0,0.0,0.0,0.0,1.1,120.0
2705594,"Cream, half and half",95.0,0.0,0.0,0.0,22.0,22.0,22.0,0.25,0.25,0.0,18.7,0.0,1.3,0.0,0.0,0.0,0.0,0.0,97.0
2705595,"Cream, half and half, flavored",93.0,0.0,0.0,0.0,22.0,22.0,22.0,0.24,0.24,0.0,18.3,0.0,1.3,0.0,0.0,0.0,0.0,0.0,95.0
2705596,"Cream, half and half, fat free",12.0,0.0,0.0,0.0,3.0,3.0,3.0,0.04,0.04,0.0,15.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,12.0
2705597,"Cream, heavy",327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.0,16.8,0.0,3.2,0.0,0.0,0.0,0.0,1.6,327.0
2705598,"Cream, whipped",308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.86,0.0,15.8,0.0,3.0,0.0,0.0,0.0,0.0,1.5,308.0
2705599,"Coffee creamer, NFS",0.0,0.0,0.0,0.0,9.0,9.0,9.0,0.81,0.81,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,1.0
2705600,"Coffee creamer, liquid",0.0,0.0,0.0,0.0,9.0,9.0,9.0,0.81,0.81,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,1.0
2705601,"Coffee creamer, liquid, flavored",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,1.58,0.0,0.5,0.0,3.3,1.0,1.0,1.0,1.0,0.0,0.0
2705602,"Coffee creamer, liquid, fat free",0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.28,0.28,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
2705603,"Coffee creamer, liquid, fat free, flavored",0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.21,0.21,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
2705604,"Coffee creamer, liquid, fat free, sugar free, flavored",0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.28,0.28,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
2705605,"Coffee creamer, liquid, sugar free, flavored",0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.28,0.28,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
2705606,"Coffee creamer, powder",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,1.26,0.0,2.3,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0
2705607,"Coffee creamer, powder, flavored",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.41,0.0,0.5,0.0,9.1,1.0,1.0,1.0,1.0,0.0,0.0
2705608,"Coffee creamer, powder, fat free",0.0,0.0,0.0,0.0,9.0,9.0,9.0,0.26,0.26,0.0,2.3,0.0,3.9,0.0,0.0,0.0,0.0,0.0,1.0
2705609,"Coffee creamer,powder, sugar free, flavored",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,1.26,0.0,2.3,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0
2705610,"Coffee creamer, soy, liquid",0.0,0.0,0.0,0.0,9.0,9.0,9.0,0.81,0.81,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,1.0
2705611,Whipped topping,0.0,0.0,0.0,0.0,86.0,86.0,86.0,0.96,0.96,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,7.0
2705612,"Whipped topping, fat free",0.0,0.0,0.0,0.0,45.0,45.0,45.0,0.5,0.5,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,4.0
2705613,"Whipped topping, sugar free",0.0,0.0,0.0,0.0,45.0,45.0,45.0,0.5,0.5,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,4.0
2705614,"Sour cream, regular",152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.38,0.0,19.2,0.0,1.5,4.0,4.0,4.0,4.0,0.0,152.0
2705615,"Sour cream, light",88.0,0.0,0.0,0.0,21.0,21.0,21.0,0.3,0.3,0.0,19.2,0.0,0.5,0.0,0.0,0.0,0.0,0.2,90.0
2705616,"Sour cream, fat free",72.0,0.0,0.0,0.0,9.0,9.0,9.0,0.0,0.0,0.0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0
2705617,"Sour cream, imitation",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.74,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0
2705618,"Dip, NFS",82.0,0.0,0.0,0.0,14.0,14.0,14.0,1.86,1.86,2.0,28.0,0.0,93.1,31.0,31.0,31.0,31.0,0.1,83.0
2705619,"Chipotle dip, regular",81.0,0.0,0.0,0.0,13.0,13.0,13.0,1.79,1.79,3.0,26.1,1.0,80.1,22.0,22.0,22.0,22.0,0.1,82.0
2705620,"Chipotle dip, light",43.0,0.0,0.0,0.0,33.0,33.0,33.0,1.16,1.16,2.0,13.2,1.0,25.2,26.0,26.0,26.0,26.0,0.1,46.0
2705621,"Onion dip, regular",72.0,0.0,0.0,0.0,3.0,3.0,3.0,1.4,1.4,2.0,23.7,0.0,62.9,6.0,6.0,6.0,6.0,0.2,73.0
2705622,"Onion dip, light",42.0,0.0,0.0,0.0,19.0,19.0,19.0,0.92,0.92,1.0,13.5,0.0,19.9,10.0,10.0,10.0,10.0,0.2,44.0
2705623,"Ranch dip, regular",82.0,0.0,0.0,0.0,14.0,14.0,14.0,1.86,1.86,2.0,28.0,0.0,93.1,31.0,31.0,31.0,31.0,0.1,83.0
2705624,"Ranch dip, light",43.0,0.0,0.0,0.0,34.0,34.0,34.0,1.23,1.23,1.0,15.0,0.0,37.5,35.0,35.0,35.0,35.0,0.1,47.0
2705625,"Spinach dip, regular",72.0,0.0,0.0,0.0,555.0,555.0,555.0,1.67,1.67,2.0,25.0,0.0,104.1,1204.0,1204.0,1204.0,1204.0,0.2,119.0
2705626,"Spinach dip, light",42.0,0.0,0.0,0.0,549.0,549.0,549.0,1.18,1.18,1.0,14.8,0.0,59.5,1159.0,1159.0,1159.0,1159.0,0.2,89.0
2705627,"Vegetable dip, regular",81.0,0.0,0.0,0.0,14.0,14.0,14.0,1.86,1.86,2.0,26.9,0.0,93.1,31.0,31.0,31.0,31.0,0.1,82.0
2705628,"Vegetable dip, light",43.0,0.0,0.0,0.0,34.0,34.0,34.0,1.23,1.23,1.0,14.0,0.0,37.5,35.0,35.0,35.0,35.0,0.1,46.0
2705629,"Ice cream, NFS",110.0,0.0,0.0,0.0,18.0,18.0,18.0,0.39,0.39,0.0,25.3,0.0,0.8,0.0,0.0,0.0,0.0,0.2,112.0
2705630,"Ice cream, vanilla",116.0,0.0,0.0,0.0,19.0,19.0,19.0,0.3,0.3,0.0,26.0,0.0,0.3,0.0,0.0,0.0,0.0,0.2,118.0
2705631,"Ice cream, vanilla, with additional ingredients",101.0,0.0,0.0,0.0,16.0,16.0,16.0,0.52,0.52,0.0,24.2,0.0,1.5,0.0,0.0,0.0,0.0,0.2,103.0
2705632,"Ice cream, chocolate",116.0,0.0,0.0,0.0,19.0,19.0,19.0,0.3,0.3,0.0,22.5,0.0,0.3,0.0,0.0,0.0,0.0,0.2,118.0
2705633,"Ice cream, chocolate, with additional ingredients",101.0,0.0,0.0,0.0,16.0,16.0,16.0,0.52,0.52,0.0,21.3,0.0,1.5,0.0,0.0,0.0,0.0,0.2,103.0
2705634,"Ice cream, soft serve, vanilla",127.0,0.0,0.0,0.0,14.0,14.0,14.0,0.12,0.12,0.0,26.0,0.0,0.4,0.0,0.0,0.0,0.0,0.1,128.0
2705635,"Ice cream, soft serve, chocolate",60.0,0.0,0.0,0.0,135.0,135.0,135.0,0.2,0.2,0.0,19.6,0.0,0.6,1.0,1.0,1.0,1.0,0.1,71.0
2705636,"Gelato, vanilla",179.0,0.0,0.0,0.0,32.0,32.0,32.0,0.51,0.51,1.0,26.0,1.0,1.3,34.0,34.0,34.0,34.0,0.3,182.0
2705637,"Gelato, chocolate",198.0,0.0,0.0,0.0,31.0,31.0,31.0,0.46,0.46,0.0,34.7,0.0,1.5,2.0,2.0,2.0,2.0,0.3,201.0
2705638,"Ice cream bar, vanilla",35.0,0.0,0.0,0.0,5.0,5.0,5.0,2.25,2.25,0.0,45.0,0.0,22.3,0.0,0.0,0.0,0.0,0.1,35.0
2705639,"Ice cream bar, vanilla, chocolate coated",15.0,0.0,0.0,0.0,44.0,44.0,44.0,0.42,0.42,0.0,29.7,0.0,1.3,0.0,0.0,0.0,0.0,0.2,19.0
2705640,Ice cream candy bar,44.0,0.0,0.0,0.0,44.0,44.0,44.0,0.42,0.42,0.0,29.7,0.0,1.3,0.0,0.0,0.0,0.0,0.2,48.0
2705641,"Ice cream bar, chocolate",15.0,0.0,0.0,0.0,43.0,43.0,43.0,0.41,0.41,0.0,29.3,0.0,1.3,1.0,1.0,1.0,1.0,0.2,19.0
2705642,"Ice cream sandwich, vanilla",88.0,0.0,0.0,0.0,14.0,14.0,14.0,0.4,0.4,0.0,23.1,0.0,0.8,3.0,3.0,3.0,3.0,0.2,89.0
2705643,"Ice cream sandwich, chocolate",88.0,0.0,0.0,0.0,14.0,14.0,14.0,0.4,0.4,0.0,20.4,0.0,0.8,3.0,3.0,3.0,3.0,0.2,89.0
2705644,Ice cream cookie sandwich,64.0,0.0,0.0,0.0,10.0,10.0,10.0,0.83,0.83,0.0,16.5,0.0,2.0,13.0,13.0,13.0,13.0,0.1,65.0
2705645,"Ice cream cone, scooped, vanilla",111.0,0.0,0.0,0.0,18.0,18.0,18.0,0.32,0.32,0.0,25.3,0.0,0.4,1.0,1.0,1.0,1.0,0.2,113.0
2705646,"Ice cream cone, scooped, vanilla, waffle cone",109.0,0.0,0.0,0.0,18.0,18.0,18.0,0.29,0.29,0.0,25.0,0.0,0.4,1.0,1.0,1.0,1.0,0.2,111.0
2705647,"Ice cream cone, NFS",106.0,0.0,0.0,0.0,17.0,17.0,17.0,0.4,0.4,0.0,24.7,0.0,0.8,1.0,1.0,1.0,1.0,0.2,108.0
2705648,"Ice cream cone, scooped, chocolate",111.0,0.0,0.0,0.0,18.0,18.0,18.0,0.32,0.32,0.0,22.0,0.0,0.4,1.0,1.0,1.0,1.0,0.2,113.0
2705649,"Ice cream cone, scooped, chocolate, waffle cone",109.0,0.0,0.0,0.0,18.0,18.0,18.0,0.29,0.29,0.0,21.7,0.0,0.4,1.0,1.0,1.0,1.0,0.2,111.0
2705650,"Ice cream cone, soft serve, vanilla",122.0,0.0,0.0,0.0,13.0,13.0,13.0,0.15,0.15,0.0,25.3,0.0,0.5,1.0,1.0,1.0,1.0,0.1,123.0
2705651,"Ice cream cone, soft serve, chocolate",58.0,0.0,0.0,0.0,130.0,130.0,130.0,0.22,0.22,0.0,19.2,0.0,0.6,2.0,2.0,2.0,2.0,0.1,68.0
2705652,"Ice cream cone, soft serve, vanilla, waffle cone",120.0,0.0,0.0,0.0,13.0,13.0,13.0,0.12,0.12,0.0,25.0,0.0,0.5,1.0,1.0,1.0,1.0,0.1,120.0
2705653,"Ice cream cone, soft serve, chocolate, waffle cone",56.0,0.0,0.0,0.0,127.0,127.0,127.0,0.19,0.19,0.0,18.9,0.0,0.7,2.0,2.0,2.0,2.0,0.1,67.0
2705654,"Ice cream cone, vanilla, prepackaged",31.0,0.0,0.0,0.0,11.0,11.0,11.0,0.18,0.18,0.0,23.8,0.0,1.1,4.0,4.0,4.0,4.0,0.1,32.0
2705655,"Ice cream cone, chocolate, prepackaged",31.0,0.0,0.0,0.0,11.0,11.0,11.0,0.18,0.18,0.0,23.7,0.0,1.1,4.0,4.0,4.0,4.0,0.1,32.0
2705656,"Ice cream soda, flavors other than chocolate",31.0,0.0,0.0,0.0,5.0,5.0,5.0,0.08,0.08,0.0,7.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,31.0
2705657,"Ice cream soda, chocolate",31.0,0.0,0.0,0.0,5.0,5.0,5.0,0.08,0.08,0.0,6.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,31.0
2705658,"Ice cream sundae, NFS",96.0,0.0,0.0,0.0,14.0,14.0,14.0,0.83,0.83,0.0,21.2,0.0,0.9,1.0,1.0,1.0,1.0,0.2,97.0
2705659,"Ice cream sundae, fruit topping",96.0,0.0,0.0,0.0,16.0,16.0,16.0,0.27,0.27,0.0,22.1,0.0,0.5,2.0,2.0,2.0,2.0,0.2,97.0
2705660,Banana split,65.0,0.0,0.0,0.0,12.0,12.0,12.0,0.42,0.42,0.0,17.2,2.0,0.5,6.0,6.0,6.0,6.0,0.1,66.0
