fdc_id,description,Retinol (UG),Lycopene (UG),cis_Lycopene (UG),trans_Lycopene (UG),Carotene_beta (UG),cis_beta_Carotene (UG),trans_beta_Carotene (UG),Vitamin_E_alpha_tocopherol (MG),Tocopherols_and_tocotrienols (MG),Cryptoxanthin_beta (UG),Choline_total (MG),Carotene_alpha (UG),Vitamin_K_phylloquinone (UG),Zeaxanthin (UG),Lutein (UG),Lutein_plus_zeaxanthin (UG),cis_Lutein/Zeaxanthin (UG),Vitamin_D_D2_plus_D3 (UG),Vitamin_A_RAE (UG)
2708245,Onion flavored rings,2.0,0.0,0.0,0.0,51.0,51.0,51.0,2.69,2.69,0.0,21.3,33.0,5.1,879.0,879.0,879.0,879.0,0.0,8.0
2708246,Shrimp chips,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,3.28,0.0,17.6,0.0,12.8,116.0,116.0,116.0,116.0,0.0,0.0
2708247,"Pretzels, NFS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.47,0.0,29.5,0.0,2.8,9.0,9.0,9.0,9.0,0.0,0.0
2708248,"Pretzels, hard, NFS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.47,0.0,29.5,0.0,2.8,9.0,9.0,9.0,9.0,0.0,0.0
2708249,"Pretzels, hard, plain, salted",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.47,0.0,29.5,0.0,2.8,9.0,9.0,9.0,9.0,0.0,0.0
2708250,"Pretzels, hard, plain, lightly salted",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.41,0.0,26.5,0.0,1.8,4.0,4.0,4.0,4.0,0.0,0.0
2708251,"Pretzels, hard, plain, unsalted",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.35,0.0,23.5,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
2708252,"Pretzels, hard, flavored",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.65,0.0,29.2,0.0,3.8,9.0,9.0,9.0,9.0,0.0,0.0
2708253,"Pretzels, hard, multigrain",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.49,0.0,30.4,0.0,2.8,14.0,14.0,14.0,14.0,0.0,0.0
2708254,"Pretzels, hard, plain, gluten free",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,1.07,0.0,2.9,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2708255,"Pretzels, hard, flavored, gluten free",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,2.9,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
2708256,"Pretzel chips, hard, plain",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.46,0.0,28.8,0.0,2.7,9.0,9.0,9.0,9.0,0.0,0.0
2708257,"Pretzel chips, hard, flavored",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0,28.4,0.0,2.7,9.0,9.0,9.0,9.0,0.0,0.0
2708258,"Pretzel chips, hard, gluten free",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,1.04,0.0,2.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2708259,"Pretzels, hard, coated, NFS",25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.62,0.0,39.7,0.0,11.1,9.0,9.0,9.0,9.0,0.0,25.0
2708260,"Pretzels, hard, chocolate coated",25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.62,0.0,39.7,0.0,11.1,9.0,9.0,9.0,9.0,0.0,25.0
2708261,"Pretzels, hard, white chocolate coated",4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.52,0.0,21.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0
2708262,"Pretzels, hard, yogurt coated",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.58,0.0,19.2,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0
2708263,"Pretzels, hard, coated, gluten free",4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.81,0.0,13.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,4.0
2708264,"Pretzels, hard, filled, NFS",55.0,0.0,0.0,0.0,18.0,18.0,18.0,0.67,0.67,0.0,21.0,0.0,3.3,5.0,5.0,5.0,5.0,0.1,56.0
2708265,"Pretzels, hard, cheese filled",55.0,0.0,0.0,0.0,18.0,18.0,18.0,0.67,0.67,0.0,21.0,0.0,3.3,5.0,5.0,5.0,5.0,0.1,56.0
2708266,"Pretzels, hard, peanut butter filled",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.33,0.0,40.5,0.0,2.0,6.0,6.0,6.0,6.0,0.0,0.0
2708267,"Pretzels, soft, NFS",8.0,0.0,0.0,0.0,2.0,2.0,2.0,0.56,0.56,0.0,17.5,0.0,2.7,17.0,17.0,17.0,17.0,0.0,8.0
2708268,"Pretzels, soft, ready-to-eat, NFS",8.0,0.0,0.0,0.0,2.0,2.0,2.0,0.56,0.56,0.0,17.5,0.0,2.7,17.0,17.0,17.0,17.0,0.0,8.0
2708269,"Pretzels, soft, ready-to-eat, salted, buttered",8.0,0.0,0.0,0.0,2.0,2.0,2.0,0.56,0.56,0.0,17.5,0.0,2.7,17.0,17.0,17.0,17.0,0.0,8.0
2708270,"Pretzels, soft, ready-to-eat, unsalted, buttered",8.0,0.0,0.0,0.0,2.0,2.0,2.0,0.56,0.56,0.0,17.7,0.0,2.8,17.0,17.0,17.0,17.0,0.0,8.0
2708271,"Pretzels, soft, ready-to-eat, salted, no butter",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.53,0.0,17.5,0.0,2.7,17.0,17.0,17.0,17.0,0.0,0.0
2708272,"Pretzels, soft, ready-to-eat, unsalted, no butter",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.54,0.0,17.7,0.0,2.7,17.0,17.0,17.0,17.0,0.0,0.0
2708273,"Pretzels, soft, ready-to-eat, cinnamon sugar coated",31.0,0.0,0.0,0.0,9.0,9.0,9.0,0.55,0.55,2.0,14.3,0.0,2.8,16.0,16.0,16.0,16.0,0.0,32.0
2708274,"Pretzels, soft, ready-to-eat, coated or flavored",40.0,0.0,0.0,0.0,9.0,9.0,9.0,0.64,0.64,0.0,17.6,0.0,2.9,16.0,16.0,16.0,16.0,0.0,41.0
2708275,"Pretzels, soft, ready-to-eat, topped with meat",24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.59,0.0,23.1,0.0,2.6,13.0,13.0,13.0,13.0,0.2,24.0
2708276,"Pretzels, soft, ready-to-eat, topped with cheese",26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.54,0.0,17.1,0.0,2.5,15.0,15.0,15.0,15.0,0.1,26.0
2708277,"Pretzels, soft, from frozen, NFS",8.0,0.0,0.0,0.0,2.0,2.0,2.0,0.56,0.56,0.0,17.5,0.0,2.7,17.0,17.0,17.0,17.0,0.0,8.0
2708278,"Pretzels, soft, from frozen, salted",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.53,0.0,17.5,0.0,2.7,17.0,17.0,17.0,17.0,0.0,0.0
2708279,"Pretzels, soft, from frozen, unsalted",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.54,0.0,17.7,0.0,2.7,17.0,17.0,17.0,17.0,0.0,0.0
2708280,"Pretzels, soft, from frozen, cinnamon sugar coated",31.0,0.0,0.0,0.0,9.0,9.0,9.0,0.55,0.55,2.0,14.3,0.0,2.8,16.0,16.0,16.0,16.0,0.0,32.0
2708281,"Pretzels, soft, from frozen, coated or flavored",40.0,0.0,0.0,0.0,9.0,9.0,9.0,0.64,0.64,0.0,17.6,0.0,2.9,16.0,16.0,16.0,16.0,0.0,41.0
2708282,"Pretzels, soft, from frozen, topped with meat",24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.59,0.0,23.1,0.0,2.6,13.0,13.0,13.0,13.0,0.2,24.0
2708283,"Pretzels, soft, from frozen, topped with cheese",26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.54,0.0,17.1,0.0,2.5,15.0,15.0,15.0,15.0,0.1,26.0
2708284,"Pretzels, soft, filled with cheese",26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.54,0.0,17.1,0.0,2.5,15.0,15.0,15.0,15.0,0.1,26.0
2708285,"Pretzels, soft, from school lunch",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.58,0.0,20.4,0.0,2.7,28.0,28.0,28.0,28.0,0.0,0.0
2708286,"Pretzels, soft, multigrain",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.58,0.0,20.3,0.0,2.6,27.0,27.0,27.0,27.0,0.0,0.0
2708287,"Pretzels, soft, gluten free",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.76,0.0,9.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
2708288,"Pretzels, soft, gluten free, cinnamon sugar coated",31.0,0.0,0.0,0.0,9.0,9.0,9.0,0.71,0.71,2.0,7.9,0.0,1.1,3.0,3.0,3.0,3.0,0.0,32.0
2708289,"Pretzels, soft, gluten free, coated or flavored",41.0,0.0,0.0,0.0,9.0,9.0,9.0,0.86,0.86,0.0,9.9,0.0,0.8,0.0,0.0,0.0,0.0,0.0,42.0
2708290,Multigrain chips (Sun Chips),0.0,0.0,0.0,0.0,29.0,29.0,29.0,7.04,7.04,0.0,14.8,19.0,2.4,441.0,441.0,441.0,441.0,0.0,3.0
2708291,"Snack mix, plain (Chex Mix)",3.0,0.0,0.0,0.0,29.0,29.0,29.0,1.34,1.34,4.0,13.1,9.0,6.3,249.0,249.0,249.0,249.0,1.2,6.0
2708292,Bagel chips,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.81,0.0,17.8,0.0,5.2,14.0,14.0,14.0,14.0,0.0,0.0
2708293,Cracker chips,0.0,0.0,0.0,0.0,29.0,29.0,29.0,7.04,7.04,0.0,14.8,19.0,2.4,441.0,441.0,441.0,441.0,0.0,3.0
2708294,"Pancakes, NFS",76.0,0.0,0.0,0.0,12.0,12.0,12.0,1.81,1.81,2.0,50.1,0.0,8.5,99.0,99.0,99.0,99.0,1.0,77.0
2708295,"Pancakes, plain, frozen",430.0,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.62,0.0,14.6,0.0,6.5,56.0,56.0,56.0,56.0,0.0,430.0
2708296,"Pancakes, fruit, frozen",409.0,0.0,0.0,0.0,2.0,2.0,2.0,0.61,0.61,0.0,14.1,0.0,7.0,56.0,56.0,56.0,56.0,0.0,409.0
2708297,"Pancakes, chocolate, frozen",412.0,0.0,0.0,0.0,1.0,1.0,1.0,0.61,0.61,0.0,16.2,0.0,6.5,54.0,54.0,54.0,54.0,0.0,412.0
2708298,"Pancakes, whole grain, frozen",417.0,0.0,0.0,0.0,1.0,1.0,1.0,0.65,0.65,0.0,16.4,0.0,6.4,61.0,61.0,61.0,61.0,0.0,417.0
2708299,"Pancakes, plain, fast food / restaurant",73.0,0.0,0.0,0.0,12.0,12.0,12.0,2.47,2.47,2.0,48.4,0.0,12.0,95.0,95.0,95.0,95.0,0.9,74.0
2708300,"Pancakes, fruit, fast food / restaurant",57.0,0.0,0.0,0.0,15.0,15.0,15.0,2.06,2.06,1.0,39.2,0.0,13.6,89.0,89.0,89.0,89.0,0.7,58.0
2708301,"Pancakes, chocolate, fast food / restaurant",72.0,0.0,0.0,0.0,10.0,10.0,10.0,2.16,2.16,2.0,49.4,0.0,11.1,81.0,81.0,81.0,81.0,0.8,73.0
2708302,"Pancakes, whole grain, fast food / restaurant",75.0,0.0,0.0,0.0,13.0,13.0,13.0,2.5,2.5,2.0,53.8,0.0,12.5,109.0,109.0,109.0,109.0,1.0,76.0
2708303,"Pancakes, school",408.0,0.0,0.0,0.0,2.0,2.0,2.0,0.71,0.71,0.0,20.6,0.0,6.0,77.0,77.0,77.0,77.0,0.0,408.0
2708304,"Pancakes, plain",76.0,0.0,0.0,0.0,12.0,12.0,12.0,1.81,1.81,2.0,50.1,0.0,8.5,99.0,99.0,99.0,99.0,1.0,77.0
2708305,"Pancakes, plain, reduced fat",77.0,0.0,0.0,0.0,13.0,13.0,13.0,1.36,1.36,2.0,51.2,0.0,6.0,101.0,101.0,101.0,101.0,1.0,78.0
2708306,"Pancakes, fruit",59.0,0.0,0.0,0.0,16.0,16.0,16.0,1.53,1.53,2.0,40.2,0.0,10.9,92.0,92.0,92.0,92.0,0.7,60.0
2708307,"Pancakes, pumpkin",63.0,0.0,0.0,0.0,1393.0,1393.0,1393.0,1.71,1.71,2.0,43.6,955.0,10.2,82.0,82.0,82.0,82.0,0.8,219.0
2708308,"Pancakes, chocolate",75.0,0.0,0.0,0.0,10.0,10.0,10.0,1.6,1.6,2.0,50.8,0.0,8.2,83.0,83.0,83.0,83.0,0.8,75.0
2708309,"Pancakes, whole grain",78.0,0.0,0.0,0.0,13.0,13.0,13.0,1.82,1.82,2.0,55.7,0.0,8.9,113.0,113.0,113.0,113.0,1.0,79.0
2708310,"Pancakes, whole grain, reduced fat",80.0,0.0,0.0,0.0,14.0,14.0,14.0,1.35,1.35,2.0,57.0,0.0,6.4,115.0,115.0,115.0,115.0,1.0,81.0
2708311,"Pancakes, gluten free",0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.42,0.42,0.0,14.7,0.0,4.3,37.0,37.0,37.0,37.0,0.0,0.0
2708312,"Waffle, NFS",437.0,0.0,0.0,0.0,2.0,2.0,2.0,0.68,0.68,2.0,28.1,0.0,12.5,66.0,66.0,66.0,66.0,0.0,438.0
2708313,"Waffle, plain, frozen",437.0,0.0,0.0,0.0,2.0,2.0,2.0,0.68,0.68,2.0,28.1,0.0,12.5,66.0,66.0,66.0,66.0,0.0,438.0
2708314,"Waffle, plain, reduced fat",59.0,0.0,0.0,0.0,3.0,3.0,3.0,0.92,0.92,1.0,44.5,0.0,4.4,59.0,59.0,59.0,59.0,1.0,59.0
2708315,"Waffle, fruit, frozen",415.0,0.0,0.0,0.0,3.0,3.0,3.0,0.67,0.67,2.0,27.0,0.0,12.7,66.0,66.0,66.0,66.0,0.0,416.0
2708316,"Waffle, chocolate, frozen",418.0,0.0,0.0,0.0,2.0,2.0,2.0,0.67,0.67,2.0,29.0,0.0,12.2,63.0,63.0,63.0,63.0,0.0,419.0
2708317,"Waffle, whole grain, frozen",140.0,0.0,0.0,0.0,1.0,1.0,1.0,1.34,1.34,1.0,14.0,0.0,8.2,22.0,22.0,22.0,22.0,0.0,140.0
2708318,"Waffle, whole grain, reduced fat",147.0,0.0,0.0,0.0,1.0,1.0,1.0,0.41,0.41,1.0,14.7,0.0,3.3,23.0,23.0,23.0,23.0,0.0,147.0
2708319,"Waffle, whole grain, fruit, frozen",133.0,0.0,0.0,0.0,2.0,2.0,2.0,1.3,1.3,1.0,13.6,0.0,8.6,23.0,23.0,23.0,23.0,0.0,133.0
2708320,"Waffle, plain, fast food / restaurant",83.0,0.0,0.0,0.0,13.0,13.0,13.0,4.47,4.47,2.0,55.2,0.0,22.5,109.0,109.0,109.0,109.0,1.1,85.0
2708321,"Waffle, chocolate, fast food / restaurant",83.0,0.0,0.0,0.0,11.0,11.0,11.0,3.89,3.89,2.0,56.9,0.0,20.2,93.0,93.0,93.0,93.0,0.9,84.0
2708322,"Waffle, fruit, fast food / restaurant",66.0,0.0,0.0,0.0,18.0,18.0,18.0,3.69,3.69,2.0,45.3,0.0,22.7,103.0,103.0,103.0,103.0,0.8,68.0
2708323,"Waffle, whole grain, fast food / restaurant",86.0,0.0,0.0,0.0,15.0,15.0,15.0,4.55,4.55,2.0,61.2,0.0,23.3,124.0,124.0,124.0,124.0,1.1,87.0
2708324,"Waffle, school",155.0,0.0,0.0,0.0,1.0,1.0,1.0,0.41,0.41,1.0,14.7,0.0,3.3,24.0,24.0,24.0,24.0,0.0,155.0
2708325,"Waffle, plain",89.0,0.0,0.0,0.0,14.0,14.0,14.0,3.01,3.01,2.0,58.9,0.0,14.6,116.0,116.0,116.0,116.0,1.1,90.0
2708326,"Waffle, fruit",69.0,0.0,0.0,0.0,19.0,19.0,19.0,2.5,2.5,2.0,47.6,0.0,16.5,109.0,109.0,109.0,109.0,0.9,71.0
2708327,"Waffle, chocolate",88.0,0.0,0.0,0.0,12.0,12.0,12.0,2.63,2.63,2.0,60.0,0.0,13.5,98.0,98.0,98.0,98.0,0.9,89.0
2708328,"Waffle, cinnamon",89.0,0.0,0.0,0.0,15.0,15.0,15.0,3.01,3.01,3.0,58.8,0.0,14.7,116.0,116.0,116.0,116.0,1.1,90.0
2708329,"Waffle, whole grain",92.0,0.0,0.0,0.0,16.0,16.0,16.0,3.04,3.04,2.0,65.4,0.0,15.3,132.0,132.0,132.0,132.0,1.2,93.0
2708330,"Waffle, gluten free",0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.96,0.96,1.0,15.5,0.0,11.1,42.0,42.0,42.0,42.0,0.0,0.0
2708331,"French toast, NFS",104.0,0.0,0.0,0.0,11.0,11.0,11.0,1.32,1.32,6.0,121.9,0.0,4.5,231.0,231.0,231.0,231.0,1.2,106.0
2708332,"French toast, frozen",42.0,0.0,0.0,0.0,1.0,1.0,1.0,0.28,0.28,2.0,53.4,0.0,0.2,99.0,99.0,99.0,99.0,0.7,43.0
2708333,"French toast, fast food / restaurant",129.0,0.0,0.0,0.0,30.0,30.0,30.0,1.52,1.52,5.0,97.7,0.0,6.3,186.0,186.0,186.0,186.0,1.1,132.0
2708334,"French toast, school",47.0,0.0,0.0,0.0,1.0,1.0,1.0,0.46,0.46,2.0,78.7,0.0,3.9,134.0,134.0,134.0,134.0,0.7,47.0
2708335,"French toast, plain",104.0,0.0,0.0,0.0,11.0,11.0,11.0,1.32,1.32,6.0,121.9,0.0,4.5,231.0,231.0,231.0,231.0,1.2,106.0
2708336,"French toast, whole grain",104.0,0.0,0.0,0.0,11.0,11.0,11.0,1.38,1.38,6.0,125.2,0.0,7.1,240.0,240.0,240.0,240.0,1.2,106.0
2708337,"French toast, gluten free",104.0,0.0,0.0,0.0,11.0,11.0,11.0,1.51,1.51,6.0,120.8,0.0,4.5,210.0,210.0,210.0,210.0,1.2,106.0
2708338,French toast sticks,23.0,0.0,0.0,0.0,1.0,1.0,1.0,1.45,1.45,1.0,25.5,0.0,8.4,51.0,51.0,51.0,51.0,0.4,24.0
2708339,"French toast sticks, fast food / restaurant",0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.03,1.03,0.0,16.4,0.0,17.1,5.0,5.0,5.0,5.0,0.0,0.0
2708340,"French toast sticks, school",47.0,0.0,0.0,0.0,1.0,1.0,1.0,0.46,0.46,2.0,78.7,0.0,3.9,134.0,134.0,134.0,134.0,0.7,47.0
2708341,"Crepe, NFS",98.0,0.0,0.0,0.0,2.0,2.0,2.0,0.79,0.79,5.0,114.0,0.0,3.6,184.0,184.0,184.0,184.0,1.5,98.0
2708342,"Crepe, plain",98.0,0.0,0.0,0.0,2.0,2.0,2.0,0.79,0.79,5.0,114.0,0.0,3.6,184.0,184.0,184.0,184.0,1.5,98.0
2708343,Chinese pancake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,3.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
2708344,"Dumpling, no meat",14.0,0.0,0.0,0.0,1.0,1.0,1.0,0.18,0.18,0.0,6.3,0.0,1.5,4.0,4.0,4.0,4.0,0.3,14.0
2708345,Cake made with glutinous rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2708346,Idli,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.04,0.04,0.0,21.7,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0
2708347,"Dosa, plain",0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.8,0.8,0.0,14.3,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0
2708348,Cake made with glutinous rice and dried beans,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.11,0.11,0.0,5.6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2708349,Funnel cake with sugar,65.0,0.0,0.0,0.0,3.0,3.0,3.0,2.69,2.69,2.0,52.3,0.0,13.5,76.0,76.0,76.0,76.0,1.1,65.0
2708350,Funnel cake with sugar and fruit,47.0,0.0,0.0,0.0,5.0,5.0,5.0,2.68,2.68,1.0,41.8,0.0,13.7,59.0,59.0,59.0,59.0,0.8,48.0
2708351,"Pasta, vegetable, cooked",0.0,244.0,244.0,244.0,55.0,55.0,55.0,0.21,0.21,0.0,5.0,0.0,0.3,13.0,13.0,13.0,13.0,0.0,5.0
2708352,"Noodles, cooked",6.0,0.0,0.0,0.0,1.0,1.0,1.0,0.17,0.17,0.0,25.5,0.0,0.0,38.0,38.0,38.0,38.0,0.1,6.0
2708353,"Noodles, whole grain, cooked",0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.23,0.23,0.0,6.5,0.0,0.6,93.0,93.0,93.0,93.0,0.0,0.0
2708354,"Noodles, chow mein",0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.29,3.29,0.0,8.1,0.0,6.3,54.0,54.0,54.0,54.0,0.0,0.0
2708355,"Long rice noodles, made from mung beans, cooked",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2708356,"Rice noodles, cooked",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2708357,"Pasta, cooked",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,6.4,0.0,0.0,7.0,7.0,7.0,7.0,0.0,0.0
2708358,"Pasta, whole grain, cooked",0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.23,0.23,0.0,6.5,0.0,0.6,93.0,93.0,93.0,93.0,0.0,0.0
2708359,"Pasta, gluten free",0.0,0.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,0.0,1.7,21.0,0.0,539.0,539.0,539.0,539.0,0.0,4.0
2708360,"Cereal, cooked, NFS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,6.8,0.0,0.3,27.0,27.0,27.0,27.0,0.0,0.0
2708361,Barley,23.0,0.0,0.0,0.0,15.0,15.0,15.0,0.23,0.23,0.0,13.4,0.0,2.1,54.0,54.0,54.0,54.0,0.1,24.0
2708362,Buckwheat groats,34.0,0.0,0.0,0.0,15.0,15.0,15.0,0.41,0.41,0.0,19.8,0.0,3.8,57.0,57.0,57.0,57.0,0.1,35.0
2708363,"Grits, NFS",16.0,0.0,0.0,0.0,7.0,7.0,7.0,0.18,0.18,0.0,2.5,0.0,0.9,1.0,1.0,1.0,1.0,0.0,16.0
2708364,"Grits, regular or quick, made with water, NS as to fat",16.0,0.0,0.0,0.0,7.0,7.0,7.0,0.18,0.18,0.0,2.5,0.0,0.9,1.0,1.0,1.0,1.0,0.0,16.0
2708365,"Grits, regular or quick, made with water, no added fat",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,2.3,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
2708366,"Grits, regular or quick, made with water, fat added",16.0,0.0,0.0,0.0,7.0,7.0,7.0,0.18,0.18,0.0,2.5,0.0,0.9,1.0,1.0,1.0,1.0,0.0,16.0
2708367,"Grits, with cheese, NS as to fat",48.0,0.0,0.0,0.0,7.0,7.0,7.0,0.25,0.25,0.0,4.0,0.0,1.1,1.0,1.0,1.0,1.0,0.1,48.0
2708368,"Grits, with cheese, no added fat",34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,3.7,0.0,0.3,1.0,1.0,1.0,1.0,0.1,34.0
2708369,"Grits, with cheese, fat added",48.0,0.0,0.0,0.0,7.0,7.0,7.0,0.25,0.25,0.0,4.0,0.0,1.1,1.0,1.0,1.0,1.0,0.1,48.0
2708370,"Grits, instant, made with water, no added fat",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,2.7,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
2708371,"Grits, instant, made with water, fat added",25.0,0.0,0.0,0.0,11.0,11.0,11.0,0.25,0.25,0.0,3.1,0.0,1.4,1.0,1.0,1.0,1.0,0.1,26.0
2708372,"Grits, instant, made with water, NS as to fat",25.0,0.0,0.0,0.0,11.0,11.0,11.0,0.25,0.25,0.0,3.1,0.0,1.4,1.0,1.0,1.0,1.0,0.1,26.0
2708373,"Cornmeal mush, NS as to fat",16.0,0.0,0.0,0.0,21.0,21.0,21.0,0.17,0.17,0.0,1.6,9.0,0.9,226.0,226.0,226.0,226.0,0.0,18.0
2708374,"Cornmeal mush, no added fat",0.0,0.0,0.0,0.0,14.0,14.0,14.0,0.02,0.02,0.0,1.4,9.0,0.0,230.0,230.0,230.0,230.0,0.0,2.0
2708375,"Cornmeal mush, fat added",16.0,0.0,0.0,0.0,21.0,21.0,21.0,0.17,0.17,0.0,1.6,9.0,0.9,226.0,226.0,226.0,226.0,0.0,18.0
2708376,"Masa harina, cooked",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,2.2,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
2708377,Millet,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.02,0.02,0.0,11.2,0.0,0.3,70.0,70.0,70.0,70.0,0.0,0.0
2708378,"Oatmeal, fast food, plain",12.0,0.0,0.0,0.0,3.0,3.0,3.0,0.1,0.1,0.0,9.0,0.0,0.5,27.0,27.0,27.0,27.0,0.0,12.0
2708379,"Oatmeal, fast food, flavored",11.0,0.0,0.0,0.0,3.0,3.0,3.0,0.09,0.09,0.0,8.5,0.0,0.5,25.0,25.0,25.0,25.0,0.0,11.0
2708380,"Oatmeal, NFS",16.0,0.0,0.0,0.0,7.0,7.0,7.0,0.22,0.22,0.0,7.0,0.0,1.2,27.0,27.0,27.0,27.0,0.0,16.0
2708381,"Oatmeal, regular or quick, made with water, no added fat",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,6.8,0.0,0.3,27.0,27.0,27.0,27.0,0.0,0.0
2708382,"Oatmeal, regular or quick, made with water, fat added",16.0,0.0,0.0,0.0,7.0,7.0,7.0,0.22,0.22,0.0,7.0,0.0,1.2,27.0,27.0,27.0,27.0,0.0,16.0
2708383,"Oatmeal, regular or quick, made with milk, no added fat",58.0,0.0,0.0,0.0,4.0,4.0,4.0,0.1,0.1,0.0,23.9,0.0,0.5,27.0,27.0,27.0,27.0,1.1,58.0
2708384,"Oatmeal, regular or quick, made with milk, fat added",72.0,0.0,0.0,0.0,11.0,11.0,11.0,0.25,0.25,0.0,23.8,0.0,1.4,27.0,27.0,27.0,27.0,1.1,73.0
2708385,"Oatmeal, regular or quick, made with non-dairy milk, no added fat",36.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,2.16,0.0,13.3,0.0,1.2,31.0,31.0,31.0,31.0,1.0,36.0
2708386,"Oatmeal, regular or quick, made with non-dairy milk, fat added",51.0,0.0,0.0,0.0,7.0,7.0,7.0,2.27,2.27,0.0,13.3,0.0,2.1,30.0,30.0,30.0,30.0,1.0,51.0
2708387,"Oatmeal, instant, plain, made with water, no added fat",146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,5.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,146.0
